2.447114738202533317e+02	8.800000000000000000e+01
2.447302633997126406e+02	8.800000000000000000e+01
2.447490544218844377e+02	1.721573876371670906e+02
2.447678468868794823e+02	1.726733051785764701e+02
2.447866407948085623e+02	1.731892623334682355e+02
2.448054361457824655e+02	1.737052591048837940e+02
2.448242329399120081e+02	1.742212954958654620e+02
2.448430311773079779e+02	1.747373715094547606e+02
2.448618308580811913e+02	4.707084461070342059e+02
2.448806319823424928e+02	4.699865966478689643e+02
2.448994345502026988e+02	4.692646917632370105e+02
2.449182385617726823e+02	4.685427314488812840e+02
2.449370440171632595e+02	4.678207157005473391e+02
2.449558509164853035e+02	4.670986445139782290e+02
2.449746592598496875e+02	4.663765178849170070e+02
2.449934690473673129e+02	7.369576268884612773e+02
2.450122802791490244e+02	7.234999878053949942e+02
2.450310929553057520e+02	7.100413154100031079e+02
2.450499070759483686e+02	6.965816096229659706e+02
2.450687226411878044e+02	6.831208703649242580e+02
2.450875396511349606e+02	1.252534620545936150e+03
2.451063581059007674e+02	1.799548106454732761e+03
2.451251780055961831e+02	1.788873039422881448e+03
2.451439993503321375e+02	2.030961858528103448e+03
2.451628221402195891e+02	2.021073369097827481e+03
2.451816463753694961e+02	2.011184120403776433e+03
2.452004720558928454e+02	2.001294112387642826e+03
2.452192991819005954e+02	2.490470374740164971e+03
2.452381277535037327e+02	2.778419017866714512e+03
2.452569577708132726e+02	2.770975946083161034e+03
2.452757892339402019e+02	2.800776216368313271e+03
2.452946221429955358e+02	2.790963313564638156e+03
2.453134564980903178e+02	2.781149657300915806e+03
2.453322922993355633e+02	2.771335247519300992e+03
2.453511295468423157e+02	2.770232803369052363e+03
2.453699682407216187e+02	2.774541186749035660e+03
2.453888083810845160e+02	2.778849900937826988e+03
2.454076499680421080e+02	2.783158945960835354e+03
2.454264930017054382e+02	3.028351624888508923e+03
2.454453374821856073e+02	3.024308376179607876e+03
2.454641834095936872e+02	3.020264817019621660e+03
2.454830307840407784e+02	3.016220947384714236e+03
2.455018796056379813e+02	3.012176767251045476e+03
2.455207298744964248e+02	3.008132276594774339e+03
2.455395815907272379e+02	3.002397765890048959e+03
2.455584347544415493e+02	2.995557175201895916e+03
2.455772893657505165e+02	2.988716059275503085e+03
2.455961454247652682e+02	2.981874418070547563e+03
2.456150029315969618e+02	2.975032251546700536e+03
2.456338618863567831e+02	3.012406348512336081e+03
2.456527222891558893e+02	3.006190608629871804e+03
2.456715841401054661e+02	3.022540457488586526e+03
2.456904474393166993e+02	3.019993493743628733e+03
2.457093121869008030e+02	3.017446334436210691e+03
2.457281783829689914e+02	3.014898979551316643e+03
2.457470460276324786e+02	3.012351429073931286e+03
2.457659151210024788e+02	3.007695995330177539e+03
2.457847856631902630e+02	3.173962726561637737e+03
2.458036576543070453e+02	3.164262141232057729e+03
2.458225310944640682e+02	3.154560811066472070e+03
2.458414059837726029e+02	3.144858736007684001e+03
2.458602823223439486e+02	3.135155915998484033e+03
2.458791601102893480e+02	3.125452350981690415e+03
2.458980393477201005e+02	3.115748040900094111e+03
2.459169200347475055e+02	3.106461457134845205e+03
2.459358021714828624e+02	3.107252809509362578e+03
2.459546857580374706e+02	3.111542381292381378e+03
2.459735707945226579e+02	3.115832282439806022e+03
2.459924572810497523e+02	3.122642335555187856e+03
2.460113452177301099e+02	3.135329424649632983e+03
2.460302346046750586e+02	3.148017487891566816e+03
2.460491254419959546e+02	3.202910074094538686e+03
2.460680177298041826e+02	3.219882362077947619e+03
2.460869114682110990e+02	3.236855953237496124e+03
2.461058066573280882e+02	3.253830847673247717e+03
